"year","subject","unit_name","cluster","item_id","item_id_short","int_pval","int_pval_se","int_slope","int_diff","int_step1","int_step2","item_format","is_mc","is_poly","process","process_short","subscale","text_format"
2009,"M","""MATH - P2000  A View Room (Q01)""","M1, UHM","M033Q01","M033Q01",75.3,0.2,NA,-1.65,NA,NA,"MC",1,0,NA,"Interpret","Space and Shape",NA
2009,"M","""MATH - P2000  Bricks (Q01)""","M1","M034Q01T","M034Q01",42.4,0.23,NA,0.2,NA,NA,"CCR",0,0,NA,"Formulate","Space and Shape",NA
2009,"M","""MATH - P2000  Population Pyramids (Q01)""","M1","M155Q01","M155Q01",66.3,0.22,NA,-1.1,NA,NA,"OCR",0,0,NA,"Interpret","Change and Relationships",NA
2009,"M","""MATH - P2000  Population Pyramids (Q02)""","M1","M155Q02D","M155Q02",61.5,0.21,NA,-0.68,0.57,-0.57,"OCR",0,1,NA,"Employ","Change and Relationships",NA
2009,"M","""MATH - P2000  Population Pyramids (Q03)""","M1","M155Q03D","M155Q03",18.5,0.16,NA,1.39,0.21,-0.21,"OCR",0,1,NA,"Employ","Change and Relationships",NA
2009,"M","""MATH - P2000  Population Pyramids (Q04)""","M1","M155Q04T","M155Q04",54.9,0.23,NA,-0.43,NA,NA,"CMC",1,0,NA,"Interpret","Change and Relationships",NA
2009,"M","""MATH - P2000  Containers (Q01)""","M3","M192Q01T","M192Q01",41.1,0.24,NA,0.3,NA,NA,"CMC",1,0,NA,"Formulate","Change and Relationships",NA
2009,"M","""MATH - P2000  Pipelines (Q01)""","M2","M273Q01T","M273Q01",52.7,0.23,NA,-0.33,NA,NA,"CMC",1,0,NA,"Employ","Space and Shape",NA
2009,"M","""MATH - P2003  Running Tracks (Q01)""","M3","M406Q01","M406Q01",26.7,0.22,NA,1.07,NA,NA,"OCR",0,0,NA,"Employ","Space and Shape",NA
2009,"M","""MATH - P2003  Running Tracks (Q02)""","M3","M406Q02","M406Q02",16.7,0.19,NA,1.88,NA,NA,"OCR",0,0,NA,"Formulate","Space and Shape",NA
2009,"M","""MATH - P2003  Lotteries (Q01)""","M2","M408Q01T","M408Q01",40.2,0.22,NA,0.3,NA,NA,"CMC",1,0,NA,"Interpret","Uncertainty and data",NA
2009,"M","""MATH - P2003  Diving (Q01)""","M1","M411Q01","M411Q01",47.9,0.25,NA,-0.06,NA,NA,"SR",0,0,NA,"Employ","Quantity",NA
2009,"M","""MATH - P2003  Diving (Q02)""","M1","M411Q02","M411Q02",44.8,0.23,NA,0.16,NA,NA,"MC",1,0,NA,"Interpret","Uncertainty and data",NA
2009,"M","""MATH - P2003  Transport (Q01)""","M2","M420Q01T","M420Q01",50.6,0.23,NA,-0.21,NA,NA,"CMC",1,0,NA,"Interpret","Uncertainty and data",NA
2009,"M","""MATH - P2003  Tossing Coins (Q01)""","M3","M423Q01","M423Q01",79.1,0.19,NA,-1.85,NA,NA,"MC",1,0,NA,"Interpret","Uncertainty and data",NA
2009,"M","""MATH - P2003  Braille (Q02)""","M1","M442Q02","M442Q02",38.4,0.24,NA,0.47,NA,NA,"CCR",0,0,NA,"Interpret","Quantity",NA
2009,"M","""MATH - P2003  Thermometer Cricket (Q01)""","M2","M446Q01","M446Q01",69,0.22,NA,-1.18,NA,NA,"SR",0,0,NA,"Formulate","Change and Relationships",NA
2009,"M","""MATH - P2003 Thermometer Cricket (Q02)""","M2","M446Q02","M446Q02",7.1,0.13,NA,2.99,NA,NA,"OCR",0,0,NA,"Formulate","Change and Relationships",NA
2009,"M","""MATH - P2003  Tile Arrangement (Q01)""","M2","M447Q01","M447Q01",67.4,0.21,NA,-1.09,NA,NA,"MC",1,0,NA,"Employ","Space and Shape",NA
2009,"M","""MATH - P2003  Third Side (Q01)""","M1, UHM","M462Q01D","M462Q01",11.4,0.15,NA,1.91,0.52,-0.52,"OCR",0,1,NA,"Employ","Space and Shape",NA
2009,"M","""MATH - P2003  The Fence (Q01)""","M2","M464Q01T","M464Q01",23.2,0.2,NA,1.35,NA,NA,"SR",0,0,NA,"Formulate","Space and Shape",NA
2009,"M","""MATH - P2003  Running Time (Q01)""","M1","M474Q01","M474Q01",73.1,0.2,NA,-1.54,NA,NA,"CCR",0,0,NA,"Employ","Quantity",NA
2009,"M","""MATH - P2003  Cash Withdrawal (Q01)""","M3, UHM","M496Q01T","M496Q01",51.5,0.23,NA,-0.31,NA,NA,"CMC",1,0,NA,"Formulate","Quantity",NA
2009,"M","""MATH - P2003  Cash Withdrawal (Q02)""","M3, UHM","M496Q02","M496Q02",65.7,0.22,NA,-1.07,NA,NA,"SR",0,0,NA,"Employ","Quantity",NA
2009,"M","""MATH - P2003  Telephone Rates (Q01)""","M2","M559Q01","M559Q01",63.3,0.23,NA,-0.93,NA,NA,"MC",1,0,NA,"Interpret","Quantity",NA
2009,"M","""MATH - P2003  Chair Lift (Q01)""","M3, UHM","M564Q01","M564Q01",46.4,0.23,NA,-0.01,NA,NA,"MC",1,0,NA,"Formulate","Quantity",NA
2009,"M","""MATH - P2003  Chair Lift (Q02)""","M3, UHM","M564Q02","M564Q02",45.8,0.23,NA,0.02,NA,NA,"MC",1,0,NA,"Formulate","Uncertainty and data",NA
2009,"M","""MATH - P2003  Stop The Car (Q01)""","M3","M571Q01","M571Q01",46.6,0.25,NA,-0.01,NA,NA,"MC",1,0,NA,"Interpret","Change and Relationships",NA
2009,"M","""MATH - P2003  Number Check (Q01)""","M3","M603Q01T","M603Q01",43.5,0.23,NA,0.15,NA,NA,"CMC",1,0,NA,"Employ","Quantity",NA
2009,"M","""MATH - P2003  Number Check (Q02)""","M3","M603Q02T","M603Q02",34.8,0.24,NA,0.66,NA,NA,"SR",0,0,NA,NA,"Quantity",NA
2009,"M","""MATH - P2003  Computer Game (Q01)""","M2, UHM","M800Q01","M800Q01",89,0.14,NA,-2.71,NA,NA,"MC",1,0,NA,"Employ","Quantity",NA
2009,"M","""MATH - P2003  Labels (Q01)""","M1","M803Q01T","M803Q01",27.3,0.22,NA,1.03,NA,NA,"SR",0,0,NA,"Formulate","Uncertainty and data",NA
2009,"M","""MATH - P2003  Carbon Dioxide (Q01)""","M2","M828Q01","M828Q01",32.3,0.22,NA,0.76,NA,NA,"OCR",0,0,NA,"Employ","Change and Relationships",NA
2009,"M","""MATH - P2003  Carbon Dioxide (Q02)""","M2","M828Q02","M828Q02",56,0.23,NA,-0.48,NA,NA,"SR",0,0,NA,"Employ","Uncertainty and data",NA
2009,"M","""MATH - P2003  Carbon Dioxide (Q03)""","M2","M828Q03","M828Q03",28.5,0.22,NA,1.02,NA,NA,"SR",0,0,NA,"Employ","Quantity",NA
2009,"R","""READ - P2000
Drugged Spiders (Q01)""","R2","R055Q01","R055Q01",81.93,0.18,NA,-1.46,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Drugged Spiders (Q02)""","R2","R055Q02","R055Q02",47.6,0.24,NA,0.47,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000
Drugged Spiders (Q03)""","R2","R055Q03","R055Q03",59.75,0.25,NA,0.01,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Drugged Spiders (Q05)""","R2","R055Q05","R055Q05",73.19,0.21,NA,-0.77,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Aesop (Q01)""","R1","R067Q01","R067Q01",88.84,0.15,NA,-2.14,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Aesop (Q04)""","R1","R067Q04","R067Q04",57.56,0.19,NA,0.08,-0.5,0.5,"OCR",0,1,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000
Aesop (Q05)""","R1","R067Q05","R067Q05",67.61,0.21,NA,-0.26,0.72,-0.72,"OCR",0,1,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000
Household Work Q1""","R4A","R083Q01","R083Q01",60.55,0.23,NA,0.07,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2000
Household Work Q2""","R4A","R083Q02","R083Q02",82.33,0.18,NA,-1.38,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2000
Household Work Q3""","R4A","R083Q03","R083Q03",78.73,0.2,NA,-1.05,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2000
Household Work Q4""","R4A","R083Q04","R083Q04",66.1,0.22,NA,-0.31,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2000
Rhinoceros - Q1""","R4A","R101Q01","R101Q01",52.24,0.23,NA,0.49,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Rhinoceros - Q2""","R4A","R101Q02","R101Q02",83.2,0.17,NA,-1.46,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Rhinoceros - Q3""","R4A","R101Q03","R101Q03",62.22,0.24,NA,0.03,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000
Rhinoceros - Q4""","R4A","R101Q04","R101Q04",78.4,0.2,NA,-1.03,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Rhinoceros - Q5""","R4A","R101Q05","R101Q05",45.93,0.23,NA,0.81,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Shirts (Q04a)""","R1","R102Q04A","R102Q04",31.43,0.22,NA,1.42,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Shirts (Q05)""","R1","R102Q05","R102Q05",44.34,0.23,NA,0.67,NA,NA,"CCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2000
Shirts (Q07)""","R1","R102Q07","R102Q07",83.32,0.19,NA,-1.55,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2000
Telephone (Q01)""","R2","R104Q01","R104Q01",79.29,0.2,NA,-1.25,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2000
Telephone (Q02)""","R2","R104Q02","R104Q02",34.2,0.22,NA,1.33,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2000
Telephone (Q05)""","R2","R104Q05","R104Q05",19.48,0.13,NA,2.48,-1.2,1.2,"SR",0,1,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2000
Exchange (Q01)""","R2","R111Q01","R111Q01",65.08,0.23,NA,-0.38,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Exchange (Q02b)""","R2","R111Q02B","R111Q02",36.52,0.18,NA,1.17,-0.82,0.82,"OCR",0,1,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000
Exchange (Q06b)""","R2","R111Q06B","R111Q06",42.7,0.24,NA,0.76,0.76,-0.76,"OCR",0,1,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000
Employment (Q02)""","R1","R219Q02","R219Q02",80.73,0.19,NA,-1.42,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2000
South Pole (Q01)""","R1","R220Q01","R220Q01",40.31,0.24,NA,0.9,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Mixed"
2009,"R","""READ - P2000
South Pole (Q02b)""","R1","R220Q02B","R220Q02",62.27,0.24,NA,-0.18,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2000
South Pole (Q04)""","R1","R220Q04","R220Q04",58.89,0.24,NA,0,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
South Pole (Q05)""","R1","R220Q05","R220Q05",81.17,0.2,NA,-1.35,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
South Pole (Q06)""","R1","R220Q06","R220Q06",65.92,0.22,NA,-0.44,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2000
Optician (Q01)""","R2","R227Q01","R227Q01",54.96,0.23,NA,0.17,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2000
Optician (Q02)""","R2","R227Q02T","R227Q02",55.78,0.16,NA,0.09,-1.02,1.02,"CMC",1,1,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2000Optician (Q03)""","R2","R227Q03","R227Q03",55.37,0.24,NA,0.22,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2000  Optician (Q06)""","R2","R227Q06","R227Q06",73.46,0.22,NA,-0.89,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2000  Movie Reviews - Q1""","R4A","R245Q01","R245Q01",68.35,0.21,NA,-0.38,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Mixed"
2009,"R","""READ - P2000  Movie Reviews - Q2""","R4A","R245Q02","R245Q02",68.01,0.22,NA,-0.41,NA,NA,"CCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2009  Brushing your teeth Q1""","R3B","R403Q01","R403Q01",84.97,0.03,NA,-1.77,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Brushing your teeth Q2""","R3B","R403Q02","R403Q02",81.4,0.04,NA,-1.71,NA,NA,"MC",1,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Brushing your teeth Q3""","R3B","R403Q03","R403Q03",94.31,0.02,NA,-2.63,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Brushing your teeth Q4""","R3B","R403Q04","R403Q04",73.41,0.04,NA,-1.2,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009  Sleep Q3""","R5","R404Q03","R404Q03",73.03,0.22,NA,-0.76,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Sleep Q6""","R5","R404Q06","R404Q06",48.89,0.23,NA,0.65,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Sleep Q7""","R5","R404Q07T","R404Q07",33.95,0.23,NA,1.44,NA,NA,"CMC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Sleep Q10A""","R5","R404Q10A","R404Q10A",43.32,0.24,NA,0.94,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Sleep Q10B""","R5","R404Q10B","R404Q10B",37.72,0.23,NA,1.19,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Kokeshi Dolls Q1""","R5, UHR","R406Q01","R406Q01",66.55,0.23,NA,-0.34,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Kokeshi Dolls Q2""","R5, UHR","R406Q02","R406Q02",32.47,0.21,NA,1.43,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Kokeshi Dolls Q5""","R5, UHR","R406Q05","R406Q05",73.44,0.21,NA,-0.76,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  World Languages Q1""","R6","R412Q01","R412Q01",84.96,0.16,NA,-1.65,NA,NA,"MC",1,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  World Languages Q5""","R6","R412Q05","R412Q05",57.97,0.22,NA,0.11,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  World Languages Q6""","R6","R412Q06T","R412Q06",37.96,0.21,NA,1.11,NA,NA,"CMC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  World Languages Q8""","R6","R412Q08","R412Q08",37.75,0.24,NA,1.05,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2009  Mobile Phone Safety Q2""","R3A","R414Q02","R414Q02",45.56,0.22,NA,0.82,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Mobile Phone Safety Q6""","R3A","R414Q06","R414Q06",54.91,0.25,NA,0.38,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Mobile Phone Safety Q9""","R3A","R414Q09","R414Q09",63.29,0.22,NA,-0.09,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Mobile Phone Safety Q11""","R3A","R414Q11","R414Q11",35.61,0.22,NA,1.36,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Balloon Q3""","R3B","R417Q03","R417Q03",41.83,0.04,NA,0.33,-0.73,0.73,"SR",0,1,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  Balloon Q4""","R3B","R417Q04","R417Q04",51.24,0.05,NA,0.18,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Balloon Q6""","R3B","R417Q06","R417Q06",74.61,0.05,NA,-1.05,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Balloon Q8""","R3B","R417Q08","R417Q08",82.54,0.03,NA,-1.56,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Childrens Futures Q2""","R6","R420Q02","R420Q02",83,0.18,NA,-1.58,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  Childrens Futures Q6""","R6","R420Q06","R420Q06",45.22,0.23,NA,0.77,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Childrens Futures Q9""","R6","R420Q09","R420Q09",76.6,0.21,NA,-1.04,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  Childrens Futures Q10""","R6","R420Q10","R420Q10",70.88,0.22,NA,-0.35,2.24,-2.24,"OCR",0,1,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Fair Trade Q2""","R5","R424Q02T","R424Q02",42.41,0.23,NA,0.96,NA,NA,"CMC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  Fair Trade Q3""","R5","R424Q03","R424Q03",66.59,0.23,NA,-0.32,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Fair Trade Q7""","R5","R424Q07","R424Q07",75.95,0.21,NA,-0.91,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Blood Donation Notice Q8""","R3B","R429Q08","R429Q08",69.91,0.05,NA,-0.71,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Blood Donation Notice Q9""","R3B","R429Q09","R429Q09",81.33,0.03,NA,-1.59,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Blood Donation Notice Q11""","R3B","R429Q11","R429Q11",68.85,0.05,NA,-1.22,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
About a book Q1""","R7","R432Q01","R432Q01",85.76,0.17,NA,-1.57,NA,NA,"CCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
About a book Q5""","R7","R432Q05","R432Q05",73.42,0.23,NA,-0.66,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Multiple"
2009,"R","""READ - P2009
About a book Q6""","R7","R432Q06T","R432Q06",14.95,0.16,NA,2.89,NA,NA,"CMC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Miser Q1""","R3B","R433Q01","R433Q01",79.6,0.04,NA,-1.52,NA,NA,"CCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Miser Q2""","R3B","R433Q02","R433Q02",54.59,0.03,NA,-0.67,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Miser Q5""","R3B","R433Q05","R433Q05",30.22,0.04,NA,0.65,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Miser Q7""","R3B","R433Q07","R433Q07",87.91,0.03,NA,-2.3,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009
Dust Mites Q1""","R4B","R435Q01","R435Q01",67.9,0.04,NA,-1.11,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Dust Mites Q2""","R4B","R435Q02","R435Q02",94.4,0.02,NA,-2.8,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009
Dust Mites Q5""","R4B","R435Q05","R435Q05",63.41,0.05,NA,-0.86,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Dust Mites Q8""","R4B","R435Q08T","R435Q08",54.35,0.04,NA,-0.34,NA,NA,"CMC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Narcissus Q1""","R6","R437Q01","R437Q01",52.18,0.24,NA,0.33,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Narcissus Q6""","R6","R437Q06","R437Q06",52.75,0.23,NA,0.33,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Narcissus Q7""","R6","R437Q07","R437Q07",17.01,0.17,NA,2.48,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Galileo Q2""","R4A","R442Q02","R442Q02",70.63,0.22,NA,-0.5,NA,NA,"OCR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009
Galileo Q3""","R4A","R442Q03","R442Q03",71.48,0.23,NA,-0.59,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Galileo Q5""","R4A","R442Q05","R442Q05",35.32,0.23,NA,1.34,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Galileo Q6""","R4A","R442Q06","R442Q06",24.65,0.21,NA,1.97,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Galileo Q7""","R4A","R442Q07","R442Q07",39.34,0.24,NA,1.2,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Road Q1""","R4B","R445Q01","R445Q01",74.04,0.04,NA,-1.02,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Road Q3""","R4B","R445Q03","R445Q03",88.7,0.03,NA,-2.19,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Road Q4""","R4B","R445Q04","R445Q04",86.1,0.03,NA,-2.01,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Road Q6""","R4B","R445Q06","R445Q06",63.86,0.05,NA,-0.8,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009
Job Vacancy Q3""","R7,
UHR","R446Q03","R446Q03",92.62,0.13,NA,-2.48,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009
Job Vacancy Q6""","R7,
UHR","R446Q06","R446Q06",78.06,0.2,NA,-1.05,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009
Acne Vulgaris Q1""","R3A","R447Q01T","R447Q01",66.28,0.21,NA,-0.25,NA,NA,"CMC",1,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009
Acne Vulgaris Q4""","R3A","R447Q04","R447Q04",54.75,0.24,NA,0.33,NA,NA,"MC",1,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
Acne Vulgaris Q5""","R3A","R447Q05","R447Q05",78.97,0.19,NA,-1.04,NA,NA,"MC",1,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009
Acne Vulgaris Q6""","R3A","R447Q06","R447Q06",48.72,0.24,NA,0.69,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009
The Plays the Thing Q3""","R3A","R452Q03","R452Q03",13.32,0.16,NA,2.92,NA,NA,"SR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
